stop_id,stop_name,stop_lon,stop_lat,stop_full_name
S0751,木樨地西,116.332878,39.9077,北京市海淀区木樨地西(公交站)
S0752,军事博物馆,116.325424,39.907387,北京市海淀区军事博物馆(公交站)
S0753,公主坟,116.30999,39.910812,北京市海淀区公主坟(公交站)
S0754,翠微路口,116.301147,39.907444,北京市海淀区翠微路口(公交站)
S0755,万寿路口西,116.293434,39.90741,北京市海淀区万寿路口西(公交站)
S0756,东翠路口,116.287636,39.907513,北京市海淀区东翠路口(公交站)
S0757,沙沟路口西,116.281975,39.907409,北京市海淀区沙沟路口西(公交站)
S0758,五棵松桥东,116.278194,39.907405,北京市海淀区五棵松桥东(公交站)
S0759,永定路口东,116.26564,39.907394,北京市海淀区永定路口东(公交站)
S0760,玉泉路口西,116.251732,39.90747,北京市石景山区玉泉路口西(公交站)
S0761,八宝山,116.24221,39.907372,北京市石景山区八宝山(公交站)
S0762,地铁八宝山站,116.237251,39.907444,北京市石景山区地铁八宝山站(公交站)
S0763,老山南路东口,116.23378,39.911751,北京市石景山区老山南路东口(公交站)
S0764,老山公交场站,116.231941,39.916698,北京市石景山区老山公交场站(公交站)
S0765,五棵松桥西,116.273199,39.907391,北京市海淀区五棵松桥西(公交站)
S0768,阜成门北,116.356194,39.92576,北京市西城区阜成门北(公交站)
S0769,西直门南,116.355781,39.936024,北京市西城区西直门南(公交站)
S0770,玉桃园,116.359575,39.944983,北京市海淀区玉桃园(公交站)
S0771,新街口豁口,116.367166,39.947105,北京市西城区新街口豁口(公交站)
S0772,德胜门西,116.376862,39.948788,北京市西城区德胜门西(公交站)
S0776,安华桥北(北行),116.39456,39.971052,北京市朝阳区安华桥北(北行)(公交站)
S0777,健德门东,116.383464,39.976858,北京市朝阳区健德门东(公交站)
S0778,健德门西,116.380139,39.976827,北京市海淀区健德门西(公交站)
S0779,牡丹园东,116.374132,39.976766,北京市海淀区牡丹园东(公交站)
S0780,塔院小区南门,116.359848,39.97657,北京市海淀区塔院小区南门(公交站)
S0781,蓟门桥北,116.354553,39.972195,北京市海淀区蓟门桥北(公交站)
S0782,文慧桥南,116.355612,39.950894,北京市海淀区文慧桥南(公交站)
S0783,索家坟,116.356463,39.947535,北京市海淀区索家坟(公交站)
S0784,车公庄南,116.356163,39.930582,北京市西城区车公庄南(公交站)
S0785,阜成门南,116.356194,39.919659,北京市西城区阜成门南(公交站)
S0786,月坛体育场,116.356323,39.916855,北京市西城区月坛体育场(公交站)
S0787,皇亭子,116.321274,39.904892,北京市海淀区皇亭子(公交站)
S0788,北京世纪坛医院,116.321267,39.899922,北京市海淀区北京世纪坛医院(公交站)
S0789,文慧桥北,116.355469,39.952869,北京市海淀区文慧桥北(公交站)
S0790,蓟门桥,116.349213,39.967739,北京市海淀区蓟门桥(公交站)
S0791,虎坊桥路口东,116.386803,39.889477,北京市西城区虎坊桥路口东(公交站)
S0792,板章路,116.393593,39.890251,北京市西城区板章路(公交站)
S0793,过街楼,116.399582,39.891689,北京市东城区过街楼(公交站)
S0794,榄杆市,116.422577,39.893215,北京市东城区榄杆市(公交站)
S0795,培新街,116.43043,39.893694,北京市东城区培新街(公交站)
S0796,安化楼,116.433731,39.89373,北京市东城区安化楼(公交站)
S0797,广渠门内,116.43782,39.893639,北京市东城区广渠门内(公交站)
S0798,马圈,116.448989,39.893711,北京市东城区马圈(公交站)
S0799,垂杨柳,116.453915,39.893641,北京市朝阳区垂杨柳(公交站)
S0800,双井桥西,116.458221,39.893421,北京市朝阳区双井桥西(公交站)
S0801,双井桥东,116.46533,39.89349,北京市朝阳区双井桥东(公交站)
S0802,九龙花园,116.468987,39.893433,北京市朝阳区九龙花园(公交站)
S0803,九龙山路口西,116.475378,39.893294,北京市朝阳区九龙山路口西(公交站)
S0804,珠市口西,116.395668,39.890739,北京市西城区珠市口西(公交站)
S0805,外交部街,116.426895,39.912762,北京市东城区外交部街(公交站)
S0806,禄米仓,116.426682,39.916145,北京市东城区禄米仓(公交站)
S0807,演乐胡同,116.426341,39.920825,北京市东城区演乐胡同(公交站)
S0808,东四六条,116.426133,39.928759,北京市东城区东四六条(公交站)
S0809,东四九条,116.42576,39.932548,北京市东城区东四九条(公交站)
S0810,海运仓,116.425873,39.937057,北京市东城区海运仓(公交站)
S0811,北京站口北,116.426918,39.909779,北京站口北(公交站)
S0812,北京站,116.429045,39.906441,北京站(公交站)
S0813,展览路口南,116.344681,39.922241,北京市西城区展览路口南(公交站)
S0814,大慧寺,116.330383,39.951946,北京市海淀区大慧寺(公交站)
S0815,魏公村,116.323929,39.952744,北京市海淀区魏公村(公交站)
S0816,四通桥西,116.316523,39.965247,北京市海淀区四通桥西(公交站)
S0817,三义庙,116.31395,39.964605,北京市海淀区三义庙(公交站)
S0818,万泉庄,116.307404,39.967678,北京市海淀区万泉庄(公交站)
S0819,人民大学西门,116.306786,39.971489,北京市海淀区人民大学西门(公交站)
S0820,北京市地震局,116.306007,39.979752,北京市海淀区北京市地震局(公交站)
S0821,海淀桥东,116.309922,39.985516,北京市海淀区海淀桥东(公交站)
S0822,中关村一街,116.321827,39.985356,北京市海淀区中关村一街(公交站)
S0823,中关村西,116.313238,39.985126,北京市海淀区中关村西(公交站)
S0824,四通桥南,116.32168,39.965543,北京市海淀区四通桥南(公交站)
S0825,安定门外,116.40684,39.951515,北京市东城区安定门外(公交站)
S0826,地兴居,116.39967,39.951536,北京市东城区地兴居(公交站)
S0827,六铺炕,116.393659,39.952296,北京市东城区六铺炕(公交站)
S0828,后九条,116.388312,39.95145,北京市西城区后九条(公交站)
S0829,安德路西口,116.381632,39.951359,北京市西城区安德路西口(公交站)
S0830,四道口北,116.325556,39.933872,北京市海淀区四道口北(公交站)
S0831,花园桥东,116.313271,39.932293,北京市海淀区花园桥东(公交站)
S0832,花园桥南,116.309921,39.929245,北京市海淀区花园桥南(公交站)
S0833,航天桥北,116.309913,39.925569,北京市海淀区航天桥北(公交站)
S0834,弘燕公交场站,116.477361,39.86599,北京市朝阳区弘燕公交场站(公交站)
S0835,西大望南路,116.477313,39.862817,西大望南路(公交站)
S0836,西大望南路南口,116.477062,39.860174,北京市朝阳区西大望南路南口(公交站)
S0837,周家庄,116.471962,39.859319,北京市朝阳区周家庄(公交站)
S0838,周家庄西站,116.468294,39.860308,北京市朝阳区周家庄西站(公交站)
S0839,十里河桥东,116.46036,39.865074,北京市朝阳区十里河桥东(公交站)
S0840,十里河桥北,116.460869,39.868576,北京市朝阳区十里河桥北(公交站)
S0841,华威桥南,116.461237,39.870278,北京市朝阳区华威桥南(公交站)
S0842,潘家园桥,116.460864,39.876068,北京市朝阳区潘家园桥(公交站)
S0843,劲松桥南,116.460916,39.880829,北京市朝阳区劲松桥南(公交站)
S0844,劲松桥北,116.460981,39.887197,北京市朝阳区劲松桥北(公交站)
S0845,双井桥南,116.461267,39.889358,北京市朝阳区双井桥南(公交站)
S0846,双井桥北,116.461584,39.896554,北京市朝阳区双井桥北(公交站)
S0847,双花园,116.461784,39.898048,北京市朝阳区双花园(公交站)
S0848,双井桥,116.461113,39.892014,北京市朝阳区双井桥(公交站)
S0849,光明桥东,116.448822,39.884556,北京市朝阳区光明桥东(公交站)
S0850,劲松中街,116.453299,39.884579,北京市朝阳区劲松中街(公交站)
S0851,劲松桥东,116.46405,39.884457,北京市朝阳区劲松桥东(公交站)
S0852,农光东里,116.46776,39.883316,北京市朝阳区农光东里(公交站)
S0853,武圣东里,116.467734,39.87931,北京市朝阳区武圣东里(公交站)
S0854,武圣路,116.467735,39.874115,北京市朝阳区武圣路(公交站)
S0855,松榆里,116.468607,39.871393,北京市朝阳区松榆里(公交站)
S0856,松榆东里南门,116.475014,39.871262,北京市朝阳区松榆东里南门(公交站)
S0857,北京工业大学南门,116.480392,39.87114,北京市朝阳区北京工业大学南门(公交站)
S0858,四方桥西,116.484253,39.871452,北京市朝阳区四方桥西(公交站)
S0859,弘燕桥北,116.487708,39.869436,北京市朝阳区弘燕桥北(公交站)
S0860,小武基桥北,116.486862,39.861134,北京市朝阳区小武基桥北(公交站)
S0861,周家庄中路,116.478912,39.861328,周家庄中路(公交站)
S0862,弘燕桥西,116.483322,39.86776,北京市朝阳区弘燕桥西(公交站)
S0863,双龙小区,116.481914,39.869271,北京市朝阳区双龙小区(公交站)
S0864,武圣路南口,116.467734,39.872166,北京市朝阳区武圣路南口(公交站)
S0865,东安门,116.406708,39.914196,北京市东城区东安门(公交站)
S0866,南河沿,116.406853,39.910799,北京市东城区南河沿(公交站)
S0867,刘家窑桥西,116.418167,39.856899,北京市丰台区刘家窑桥西(公交站)
S0868,刘家窑桥东,116.427086,39.85807,北京市丰台区刘家窑桥东(公交站)
S0869,顺四条,116.428543,39.853794,北京市丰台区顺四条(公交站)
S0870,宋家庄,116.428436,39.847927,北京市丰台区宋家庄(公交站)
S0871,地铁宋家庄站,116.428403,39.844575,北京市丰台区地铁宋家庄站(公交站)
S0872,双庙北,116.427461,39.84076,北京市丰台区双庙北(公交站)
S0873,双庙,116.431496,39.837891,北京市丰台区双庙(公交站)
S0876,亮马桥,116.462006,39.943069,北京市朝阳区亮马桥(公交站)
S0890,马甸桥东,116.382965,39.968304,北京市西城区马甸桥东(公交站)
S1063,甜水园西里,116.480833,39.928186,北京市朝阳区甜水园西里(公交站)
S1064,道家园,116.484653,39.9275,北京市朝阳区道家园(公交站)
S1065,珠江帝景,116.477524,39.891068,北京市朝阳区珠江帝景(公交站)
S1066,平乐园北,116.47728,39.887062,北京市朝阳区平乐园北(公交站)
S1067,北京工业大学北站,116.477391,39.881341,北京市朝阳区北京工业大学北站(公交站)
S1068,北京工业大学,116.477234,39.877968,北京市朝阳区北京工业大学(公交站)
S1069,松榆东里东门,116.477211,39.874268,北京市朝阳区松榆东里东门(公交站)
S1070,北京工业大学南站,116.477364,39.872082,北京市朝阳区北京工业大学南站(公交站)
S1240,百子湾桥东,116.491043,39.900654,北京市朝阳区百子湾桥东(公交站)
S1241,百子湾,116.498642,39.900433,北京市朝阳区百子湾(公交站)
S1242,水南庄,116.501549,39.900818,北京市朝阳区水南庄(公交站)
S1243,水南庄南站,116.502604,39.897713,北京市朝阳区水南庄南站(公交站)
S1244,大郊亭桥南,116.489449,39.891296,北京市朝阳区大郊亭桥南(公交站)
S1245,窑洼湖桥北,116.490074,39.884861,北京市朝阳区窑洼湖桥北(公交站)
S1246,工大桥,116.489939,39.876758,北京市朝阳区工大桥(公交站)
S1247,弘燕桥北(南行),116.487682,39.869479,北京市朝阳区弘燕桥北(南行)(公交站)
S1248,弘燕桥北(北行),116.489115,39.868555,北京市朝阳区弘燕桥北(北行)(公交站)
S1249,厚俸桥南,116.499832,39.868565,北京市朝阳区厚俸桥南(公交站)
S1250,金蝉南路西口,116.501615,39.864141,北京市朝阳区金蝉南路西口(公交站)
S1251,厚金路南口,116.505295,39.861519,北京市朝阳区厚金路南口(公交站)
S1252,金蝉南里,116.501099,39.861012,北京市朝阳区金蝉南里(公交站)
S1253,金蝉西路,116.500152,39.865087,金蝉西路(公交站)
S1254,紫南家园,116.499219,39.875178,北京市朝阳区紫南家园(公交站)
S1255,世纪东方嘉园,116.494324,39.875988,北京市朝阳区世纪东方嘉园(公交站)
S1256,六里屯,116.474562,39.931085,北京市朝阳区六里屯(公交站)
S1257,朝阳体育馆,116.470634,39.930308,北京市朝阳区朝阳体育馆(公交站)
S1264,小马厂,116.335499,39.897088,北京市西城区小马厂(公交站)
S1370,茂林居,116.330408,39.910924,北京市海淀区茂林居(公交站)
S1371,玉渊潭南门,116.319223,39.911102,北京市海淀区玉渊潭南门(公交站)
S1372,柳林馆,116.314941,39.911182,北京市海淀区柳林馆(公交站)
S1373,普惠南里,116.308147,39.912869,北京市海淀区普惠南里(公交站)
S1374,翠微东里,116.300977,39.91299,北京市海淀区翠微东里(公交站)
S1375,翠微南里,116.296768,39.912952,北京市海淀区翠微南里(公交站)
S1376,万寿路口北,116.29509,39.909672,北京市海淀区万寿路口北(公交站)
S1377,公主坟西,116.307549,39.907974,北京市海淀区公主坟西(公交站)
S1423,青塔桥北,116.264565,39.898438,北京市海淀区青塔桥北(公交站)
S1424,永定路口南,116.264641,39.905586,北京市海淀区永定路口南(公交站)
S1425,永定路口北,116.264687,39.909641,北京市海淀区永定路口北(公交站)
S1426,铁家坟南,116.264683,39.916832,北京市海淀区铁家坟南(公交站)
S1427,阜永路口南,116.264696,39.922665,北京市海淀区阜永路口南(公交站)
S1431,黄庄,113.342717,23.234622,广东省广州市白云区黄庄(公交站)
S1432,黄庄东站,116.283417,39.950062,北京市海淀区黄庄东站(公交站)
S1447,翠微西里,116.295502,39.918159,北京市海淀区翠微西里(公交站)
S1448,八里庄桥,116.297461,39.92326,北京市海淀区八里庄桥(公交站)
S1453,八宝庄,116.296394,39.921299,北京市海淀区八宝庄(公交站)
S1470,远大路东口,116.289427,39.957387,北京市海淀区远大路东口(公交站)
S1471,麦钟桥,116.294822,39.952943,北京市海淀区麦钟桥(公交站)
S1472,正福寺,116.28819,39.944132,北京市海淀区正福寺(公交站)
S1473,彰化村,116.290868,39.942222,北京市海淀区彰化村(公交站)
S1474,彰化路东口,116.29454,39.94223,北京市海淀区彰化路东口(公交站)
S1475,五路,116.296967,39.938381,北京市海淀区五路(公交站)
S1476,慈寿寺桥,116.297234,39.932833,北京市海淀区慈寿寺桥(公交站)
S1477,翠微中里,116.29509,39.915081,北京市海淀区翠微中里(公交站)
S1478,善家坟,116.296471,39.942552,北京市海淀区善家坟(公交站)
S1479,车道沟桥,116.295877,39.947014,北京市海淀区车道沟桥(公交站)
S1480,远大路,116.281858,39.956984,北京市海淀区远大路(公交站)
S1593,呼家楼东,116.463342,39.918789,北京市朝阳区呼家楼东(公交站)
S1744,天桥商场,116.396523,39.880859,北京市西城区天桥商场(公交站)
S1745,福长街,116.395356,39.882982,北京市西城区福长街(公交站)
S1746,福长街北口,116.395187,39.885696,北京市西城区福长街北口(公交站)
S1747,光明楼,116.44049,39.883594,北京市东城区光明楼(公交站)
S1748,南磨房,116.46946,39.884441,北京市朝阳区南磨房(公交站)
S1749,平乐园,116.474953,39.884331,北京市朝阳区平乐园(公交站)
S1750,高碑店南站,116.527444,39.899193,北京市朝阳区高碑店南站(公交站)
S1751,文化新大街,116.539102,39.900547,文化新大街(公交站)
S1752,小郊亭公交场站,116.544484,39.900417,北京市朝阳区小郊亭公交场站(公交站)
S1862,永定门东街,116.40849,39.873012,北京市东城区永定门东街(公交站)
S1863,广和东街,116.450881,39.88352,广和东街(公交站)
S1864,劲松南路,116.451606,39.881662,北京市朝阳区劲松南路(公交站)
S1865,华威路北口,116.456111,39.880573,北京市朝阳区华威路北口(公交站)
S1866,东架松,116.456059,39.878212,北京市朝阳区东架松(公交站)
S1867,华威路南口,116.455959,39.872826,北京市朝阳区华威路南口(公交站)
S1868,华威西里,116.454002,39.876211,北京市朝阳区华威西里(公交站)
S1869,潘家园路西口,116.447669,39.87625,北京市朝阳区潘家园路西口(公交站)
S2008,辟才胡同东口,116.371884,39.914492,北京市西城区辟才胡同东口(公交站)
S2009,二龙路北口,116.365547,39.914141,北京市西城区二龙路北口(公交站)
S2010,辟才胡同,116.363144,39.912685,北京市西城区辟才胡同(公交站)
S2011,太平桥,116.363299,39.910065,北京市西城区太平桥(公交站)
S2012,六里桥东公交场站,116.315872,39.887769,北京市丰台区六里桥东公交场站(公交站)
S2013,辟才胡同西口,116.362549,39.914082,北京市西城区辟才胡同西口(公交站)
S2014,厂桥路口南,116.379753,39.930877,北京市西城区厂桥路口南(公交站)
S2091,酒仙桥中心小学,116.492921,39.964423,北京市朝阳区酒仙桥中心小学(公交站)
S2093,酒仙桥,116.489929,39.968208,北京市朝阳区酒仙桥(公交站)
S2110,酒仙桥商场,116.493954,39.961871,北京市朝阳区酒仙桥商场(公交站)
S2111,东风北桥东,116.488968,39.958622,北京市朝阳区东风北桥东(公交站)
S2114,安家楼,116.473343,39.952934,北京市朝阳区安家楼(公交站)
S2115,燕莎桥东,116.465216,39.950422,北京市朝阳区燕莎桥东(公交站)
S2116,燕莎桥南,116.462023,39.946693,北京市朝阳区燕莎桥南(公交站)
S2130,望京医院,116.473481,39.983299,北京市朝阳区望京医院(公交站)
S2131,花家地北里,116.469826,39.985655,北京市朝阳区花家地北里(公交站)
S2145,光华桥南,116.462151,39.912743,北京市朝阳区光华桥南(公交站)
S2158,将台路口西,116.4888,39.973133,北京市朝阳区将台路口西(公交站)
S2159,高家园,116.485113,39.975569,北京市朝阳区高家园(公交站)
S2160,丽都饭店,116.479797,39.979084,北京市朝阳区丽都饭店(公交站)
S2314,金蝉西路南口,116.500168,39.862419,北京市朝阳区金蝉西路南口(公交站)
S2466,北太平路口南,116.26464,39.90145,北京市海淀区北太平路口南(公交站)
S2467,青塔蔚园,116.264587,39.893227,北京市丰台区青塔蔚园(公交站)
S2468,青塔西路北站,116.264648,39.885395,北京市丰台区青塔西路北站(公交站)
S2469,青塔西路,116.264635,39.882791,北京市丰台区青塔西路(公交站)
S2769,煤市街南口,116.39489,39.891727,北京市西城区煤市街南口(公交站)
S2828,岳各庄北路,116.267014,39.883615,岳各庄北路(公交站)
S2829,岳各庄北桥北,116.275055,39.882622,北京市丰台区岳各庄北桥北(公交站)
S2830,梅市口路东口,116.272465,39.880807,北京市丰台区梅市口路东口(公交站)
S2831,梅市口路,116.268349,39.881054,北京市丰台区梅市口路(公交站)
S2832,青塔西路北站(北行),116.264648,39.88533,北京市丰台区青塔西路北站(北行)(公交站)
S2833,铁家坟北,116.264687,39.918507,北京市海淀区铁家坟北(公交站)
S2834,花家地北里西站,116.466759,39.987572,北京市朝阳区花家地北里西站(公交站)
S2835,平安里路口西,116.371964,39.932678,北京市西城区平安里路口西(公交站)
S2912,北土城公交场站,116.397882,39.977413,北京市朝阳区北土城公交场站(公交站)
S3341,景山后街,116.395048,39.928394,北京市西城区景山后街(公交站)
S3342,西板桥,116.393669,39.926117,北京市西城区西板桥(公交站)
S3392,菜户营桥,116.34729,39.869217,北京市丰台区菜户营桥(公交站)
S3395,裕民中路,116.388155,39.973212,北京市朝阳区裕民中路(公交站)
S3396,裕民中路南口,116.38832,39.969436,北京市西城区裕民中路南口(公交站)
S3397,北海南站,116.391113,39.920071,北京市西城区北海南站(公交站)
S3398,西华门,116.391484,39.91372,北京市西城区西华门(公交站)
S3399,南长街,116.391784,39.910035,北京市西城区南长街(公交站)
S3400,安华桥西(东行),116.390777,39.968229,北京市朝阳区安华桥西(东行)(公交站)
S3401,安华桥西(西行),116.389718,39.968598,北京市西城区安华桥西(西行)(公交站)
S3424,北京体育馆东,116.432079,39.884197,北京市东城区北京体育馆东(公交站)
S3555,京体游泳馆,116.473455,39.871267,北京市朝阳区京体游泳馆(公交站)
S3556,金蝉北里,116.50531,39.869949,北京市朝阳区金蝉北里(公交站)
S3557,厚金路,116.505169,39.865582,厚金路(公交站)
S3558,垡头桥西,116.508859,39.870395,北京市朝阳区垡头桥西(公交站)
S4400,白桥大街,116.439266,39.896332,北京市东城区白桥大街(公交站)
S4401,幸福大街北口,116.428676,39.891675,北京市东城区幸福大街北口(公交站)
S4402,幸福大街,116.430968,39.888976,北京市东城区幸福大街(公交站)
S4403,龙潭路,116.436332,39.881328,北京市东城区龙潭路(公交站)
S4404,龙潭湖,116.438164,39.881393,北京市东城区龙潭湖(公交站)
S4975,和平门西,116.379837,39.899899,北京市西城区和平门西(公交站)
